Response,Breakdown,Demo,Value
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),14.17
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),4.168
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),11.971
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3.143
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),13.936
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Totals,100
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,10.937
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Non User ~ When Last Consumed Cannabis - Personally,89.063
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.728
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),8.161
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3.509
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),33.892
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2.53
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),20.94
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),3.943
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),23.994
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.227
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),2.076
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Totals,100
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,43
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Non User ~ When Last Consumed Cannabis - Personally,137
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),47
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),133
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),44
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),146
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),44
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),144
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),42
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),121
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),32
Somewhat oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),141
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),Totals,5428.578
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,193.565
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,5235.013
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),*19.919
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),549.63
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),100.954
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),1935.582
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),32.495
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1198.833
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),39.554
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1438.982
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),**0.644
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),111.986
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,Totals,7663
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,379
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,Non User ~ When Last Consumed Cannabis - Personally,7284
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),34
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),930
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),217
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),3243
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),77
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1596
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),49
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1335
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),180
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,Totals,17.14
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,2.417
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,Non User ~ When Last Consumed Cannabis - Personally,25.377
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),4.094
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),28.333
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),4.024
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),26.372
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.775
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),25.954
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.337
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),22.968
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.286
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),24.056
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Totals,100
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,3.566
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,Non User ~ When Last Consumed Cannabis - Personally,96.434
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.367
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),10.125
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.86
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),35.655
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.599
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),22.084
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.729
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),26.508
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.012
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),2.063
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Totals,100
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,14
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,Non User ~ When Last Consumed Cannabis - Personally,148
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),24
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),165
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),23
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),154
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),10
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),151
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),8
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),134
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),2
Fully oppose ~ Legalization Of Cannabis - Support Or Oppose , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),140
Significantly more ~ Consumption Change Post-Legalization , Audience(000),Totals,141.419
Significantly more ~ Consumption Change Post-Legalization , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,141.419
Significantly more ~ Consumption Change Post-Legalization , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,**0
